QKEY,DEVICE_TYPE_W49,LANG_W49,FORM_W49,SOCMEDIAUSEa_W49,SOCMEDIAUSEb_W49,SOCMEDIAUSEc_W49,SOCMEDIAUSEd_W49,SNSUSER_W49,ELECTFTGSNSINT_W49,TALKDISASNSINT_W49,TALKCMNSNSINT_W49,SECUR1_W49,PRIVACYNEWS1_W49,HOMEASSIST1_W49,HOMEASSIST2_W49,HOMEASSIST3_W49,HOMEASSIST4_W49,HOMEASSIST5a_W49,HOMEASSIST5b_W49,HOMEIOT_W49,FITTRACK_W49,LOYALTY_W49,DNATEST_W49,TRACKCNT_W49,TRACKCO1a_W49,TRACKCO1b_W49,CONCERNCO_W49,BENEFITCO_W49,CONTROLCO_W49,UNDERSTANDCO_W49,POSNEGCO_W49,ANONYMOUS1CO_W49,TRACKGOV1a_W49,TRACKGOV1b_W49,CONCERNGOV_W49,BENEFITGOV_W49,CONTROLGOV_W49,UNDERSTANDGOV_W49,POSNEGGOV_W49,ANONYMOUS1GOV_W49,CONCERNGRPa_W49,CONCERNGRPb_W49,CONCERNGRPc_W49,CONCERNGRPd_W49,CONCERNGRPe_W49,CONCERNGRPf_W49,CONTROLGRPa_W49,CONTROLGRPb_W49,CONTROLGRPc_W49,CONTROLGRPd_W49,CONTROLGRPe_W49,CONTROLGRPf_W49,PP1_W49,PP2_W49,PP3_W49,PP4_W49,PP5a_W49,PP5b_W49,PP5c_W49,PP5d_W49,PP5e_W49,PP6a_W49,PP6b_W49,PP6c_W49,PRIVACYREG_W49,GOVREGV1_W49,GOVREGV2_W49,SHARE1_W49,KNOW1_W49,KNOW2_W49,KNOW3_W49,KNOW4_W49,KNOW5_W49,KNOW6_W49,KNOW7_W49,KNOW8_W49,KNOW9_W49,KNOW10_W49,TOTALKNOW_W49,PWMAN_W49,PWMAN2_W49,SMARTPHONE_W49,SMARTAPP_W49,PUBLICDATA_W49,RTBFa_W49,RTBFb_W49,RTBFc_W49,RTBFd_W49,RTDa_W49,RTDb_W49,RTDc_W49,RTDd_W49,PROFILE1_W49,PROFILE2_W49,PROFILE3_W49,PROFILE4_W49,PROFILE5_W49,DATAUSEa_W49,DATAUSEb_W49,DATAUSEc_W49,DATAUSEd_W49,DATAUSEe_W49,DATAUSEf_W49,FACE1_W49,FACE2a_W49,FACE2b_W49,FACE2c_W49,FACE3a_W49,FACE3b_W49,FACE3c_W49,FACE4a_W49,FACE4b_W49,FACE4c_W49,FACE4d_W49,DB1a_W49,DB1b_W49,DB1c_W49,F_METRO,F_CREGION,F_AGECAT,F_SEX,F_EDUCCAT,F_EDUCCAT2,F_HISP,F_RACECMB,F_RACETHN,F_NATIVITY,F_CITIZEN,F_MARITAL,F_RELIG,F_BORN,F_ATTEND,F_PARTY_FINAL,F_PARTYLN_FINAL,F_PARTYSUM_FINAL,F_INCOME,F_INCOME_RECODE,F_REG,F_IDEO,F_ACSWEB,F_VOLSUM,WEIGHT_W49
649196,3,9,2,1,1,1,2,1,1, ,2,2,1,2, , , , , ,2,2,2,1,1, , , , , , , , ,1,3,1,4,4,3,2,2, , , ,2,3,1, , , ,3,3,3,1,4, , ,3,3,3,4,4,4,4,2,3, ,1,1,4,2,1,1,4,3,1,5,5,5,6,2,6,1,1,2, , , , ,1,1,1,1,1,1,1,2,3, , , ,1,2,2,1,2,2,1,4,4,4, , ,2,2,1,1,1,1,4,3,1,2,3,2,2,2,1,1,4,12, ,6,2, ,2,6,2,1,4,1,2,.8608063877
649614,1,9,1,2,2,2,1,1,2,2, ,2,3,2, , , , , ,2,2,1,2,1,2,2,3,3,3,3,1,2, , , , , , , , ,2,2, , , , ,2,3,3, , , ,1,4, , ,2,3,2,3,2,2,3,2,3,3, ,1,4,2,1,5,5,3,1,4,1,5,7,1, ,1,1,1,2,1,2,1, , , , ,1,2,1,2,2,3,3,3, , , ,2,2,2,2,3,3,1,1,2, , ,2,2,2,1,3,2,1,1,6,2,1,1,1,1,6,1,1,3,1, ,1,9,1,1,2,1,2,1.3559547491
649965,3,9,1,1,2,2,2,1,2,2, ,3,2,2, , , , , ,2,2,1,2,1,1,4,1,1,2,3,2,2, , , , , , , , ,3,1, , , , ,2,2,3, , , ,1,2,2,1,3,3,4,3,4,2,2,1,3,1, ,1,4,2,1,5,5,5,1,3,6,5,6,2,6,1,2,2,2,2,1,2, , , , ,1,2,1,3,3,2,1,2, , , ,1,1,2,2,4,4,1,1,2, , ,2,2,2,1,4,4,1,3,2,2,1,1,1,1,4,9, ,6,2, ,2,6,2,1,5,1,2,1.7319364811
650035,2,9,2,1,2,2,2,1,2, ,2,2,3,2, , , , , ,2,2,1,2,1, , , , , , , , ,4,4,1,4,4,3,2,2, , , ,2,3,1, , , ,2,3,2,3,4, , ,3,2,2,3,3,2,3,2,2, ,2,2,4,4,5,4,7,4,1,2,5,5,2,2,2,1,3,2, , , , ,2,1,1,1,3, , , , , , , ,1,2,3,2,3,2,2,3,2,2, , ,2,1,2,2,2,1,3,3,2,3,2,2,1,1,1,1,1,1,1,2,1, ,1,7,1,1,2,1,1,.2157453854
650786,3,9,1,1,1,99,1,1,1,2, ,2,2,2, , , , , ,2,2,2,1,1,1,2,1,4,3,1,2,1, , , , , , , , ,1,1,1, , , ,2,3,3, , , ,1,2,3,2,4,4,4,4,4,4,4,4,4,1, ,1,4,2,1,1,5,3,1,3,1,1,10,2,8,1,1,2,1,1,2,1, , , , ,1,1,1,1,3,2,2,2, , , ,2,2,2,2,4,4,4,2,2, , ,2,2,2,1,4,3,1,1,5,2,1,1,1,1,1,9, ,6,2, ,2,9,1,1,5,1,1,.4088581789
651047,3,9,1,1,2,2,2,1,1,2, ,2,1,2, , , , , ,2,2,2,2,0,2,3,1,4,3,2,2,2, , , , , , , , ,1,2,2, , , ,2,2,2, , , ,4,3,1,2,3,3,4,4,4,4,4,4,2,1, ,2,4,5,2,5,4,5,1,5,6,5,2,1, ,1,4,2,2,1,1,2, , , , ,1,2,3, , ,3,2,1, , , ,1,2,2,3,4,4,4,2,2, , ,2,2,2,1,1,4,1,3,1,2,1,1,1,1,1,2,2,6,1, ,1,8,1,1,1,1,1,.569283101
651381,3,9,2,2,2,2,2,0, , , ,3,3,2, , , , , ,2,2,2,2,0, , , , , , , , ,3,3,2,4,4,3,2,1, , , ,1,3, , , , ,2,2,2,4,2,1,2,3,3,3,4,4,4,4,4,3, ,2,2,4,2,5,5,5,5,1,5,5,5,4,2,3,2, ,1, , , , ,1,1,1,1,2,2,2,3,3, , , ,2,3,1,2,2,2,2,3,3,2, , ,2,1,2,2,2,1,4,3,2,3,2,2,1,1,1,1,6,12, ,6,2, ,2,2,3,1,3,1,2,.4251043889
651396,3,9,2,2,2,2,1,1,3, ,2,2,4,1,3,3,3, ,2,2,1,2,2,2, , , , , , , , ,5,5,2,4,4,4,1,2, , , ,1,2,1, , , ,1,3,2,4,3,3,2,3,2,2,3,2,2,2,2,3, ,2,1,4,5,5,4,5,5,5,5,5,5,2,2,8,1,2,1, , , , ,2,2,1,2,3, , , , , , , ,2,3,2,2,4,3,2,3,2,3, , ,2,2,2,2,2,1,3,1,2,1,5,1,5,3,1,1,1,12, ,6,4,2,2,2,3,3,4,0,1,.6418729289
651541,1,9,2,2,2,2,2,0, , , ,2,2,2, , , , , ,2,1,1,2,2, , , , , , , , ,2,2,1,4,4,4,2,2, , , ,1,3, , , , ,3,3,3,2,3,3,3,4,3,4,4,3,4,4,4,3, ,1,1,99,2,2,5,7,3,1,5,1,5,4,2,3,2, ,2, , , , ,1,1,1,1,3, , , , , , , ,1,2,2,2,2,2,2,4,4,4, , ,3,3,2,2,2,1,3,4,1,3,1,2,1,1,1,1,5,1,1,5,1, ,1,5,2,1,1,1,1,.2516954593
651585,3,9,1,1,2,2,2,1,2,2, ,2,4,2, , , , , ,2,2,1,2,1,4,4,2,3,3,3,2,2, , , , , , , , ,2,2,3, , , ,2,2,2, , , ,4,3,3,3,4,4,4,3,4,4,4,3,4,2, ,2,4,2,5,5,1,5,5,5,99,5,2,2,1,1,4,2,2,2,2,2, , , , ,3, , , , ,3,3,3, , , ,2,4,4,4,4,4,4,3,3, , ,2,2,2,1,4,4,2,1,5,2,1,1,1,1,1,10, ,6,2, ,2,7,1,1,4,1,1,.9206215516
651697,1,9,1,1,1,2,2,1,2,2, ,2,2,2, , , , , ,2,2,2,2,0,1,1,1,3,4,3,2,1, , , , , , , , ,1,1,1, , , ,3,3,3, , , ,2,3,3,3,2,2,2,2,3,2,3,3,2,1, ,2,5,2,2,5,1,1,5,1,6,5,1,2,7,1,1,1,1,1,1,1, , , , ,2,2,1,3,3,1,1,2, , , ,2,2,3,2,2,1,2,1,2, , ,2,2,2,1,3,3,2,2,3,1,1,3,4,1,1,2,2,5,2, ,2,6,2,1,3,1,2,2.1246901917
652173,1,9,2,1,2,2,2,1,3, ,1,3,3,1,2,3,2, ,2,1,2,1,2,3, , , , , , , , ,3,4,2,3,4,3,2,2, , , ,1,2,1, , , ,2,2,2,2,3,3,2,2,3,3,3,3,2,3,3,2, ,1,1,4,2,1,5,5,3,1,4,5,5,6,2,6,1,3,2, , , , ,2,1,1,1,2,2,1,2,2, , , ,2,2,2,1,1,2,3,4,3,2, , ,2,2,1,2,2,1,4,3,1,1,6,2,1,1,1,1,1,9, ,5,2, ,2,9,1,1,5,1,2,1.1192995049
652334,1,9,2,1,1,1,2,1,3, ,2,2,2,2, , , , , ,2,1,1,1,3, , , , , , , , ,1,1,1,4,3,3,2,2, , , ,1,3,1, , , ,1,2,2,1,3,3,2,3,3,4,3,3,2,4,4,2, ,2,2,4,2,1,1,5,3,1,2,5,5,7,2,6,1,3,2, , , , ,2,1,1,1,2,2,1,2,3, , , ,3,3,3,1,2,2,2,4,3,2, , ,2,1,2,2,2,2,3,2,2,2,4,2,1,1,1,1,1,1,1,4,1, ,1,3,3,1,3,1,2,1.4258574882
652882,1,9,2,2,1,2,2,1,3, ,2,2,3,2, , , , , ,2,1,1,2,2, , , , , , , , ,2,3,1,3,3,2,2,1, , , ,2,3,1, , , ,3,3,2,2,2,3,2,3,2,4,2,3,3,4,3,3, ,2,1,4,5,5,1,5,5,5,5,5,5,3,2,6,1,1,2, , , , ,1,1,1,1,3, , , , , , , ,3,3,3,2,2,2,2,3,3,2, , ,2,3,1,2,2,1,3,2,1,2,4,2,1,1,1,1,3,1,2,4,3,2,2,7,1,1,3,0,2,2.3210870663
653320,1,9,2,2,1,2,2,1,3, ,2,2,2,2, , , , , ,2,2,1,2,1, , , , , , , , ,2,3,2,3,2,3,2,1, , , ,2,2,2, , , ,3,3,3,4,2,2,2,2,3,3,3,3,3,3,2,2, ,2,2,4,5,1,1,5,5,4,4,5,5,4,2,3,2, ,2, , , , ,1,1,1,1,2,3,2,3,2, , , ,1,3,2,2,2,1,2,3,2,4, , ,1,2,2,2,2,1,2,2,1,2,3,1,4,3,1,1,6,2,2,5,3,1,1,3,3,3,3,1,1,.3788408242
653382,1,9,2,1,1,2,1,1,2, ,1,2,2,2, , , , , ,2,2,1,1,2, , , , , , , , ,1,3,2,3,3,3,2,2, , , ,2,3,2, , , ,2,2,2,3,4, , ,3,2,3,3,3,2,2,2,3, ,1,1,4,2,1,1,1,3,1,3,1,5,8,1, ,1,1,2, , , , ,1,1,1,1,2,3,1,3,2, , , ,1,1,2,2,3,2,2,3,3,3, , ,2,2,2,2,2,1,4,2,2,2,3,1,1,3,1,1,1,12, ,6,3,2,2,5,2,1,3,1,2,1.7490839461
653477,1,9,1,1,2,2,2,1,3,1, ,2,3,2, , , , , ,2,2,1,2,1,2,2,2,3,4,3,1,2, , , , , , , , ,2,1,2, , , ,2,3,3, , , ,1,4, , ,3,3,3,2,3,3,4,4,4,1, ,1,5,2,3,5,5,2,5,3,6,5,3,2,3,1,1,2,2,1,99,1, , , , ,2,2,2,4,3,1,2,2, , , ,2,2,2,2,4,4,3,3,2, , ,1,1,2,2,3,3,1,3,2,2,1,1,1,1,6,1,1,3,3,1,1,3,3,1,2,1,2,.553520692
653904,3,9,2,1,2,2,1,1,2, ,1,2,2,2, , , , , ,2,2,1,1,2, , , , , , , , ,2,2,2,3,3,2,2,2, , , ,2,2,2, , , ,3,2,2,3,2,1,2,3,3,3,3,3,2,3,2,2, ,2,2,1,2,3,4,1,5,2,5,5,2,1,2,6,1,3,1, , , , ,1,1,1,1,2,2,2,2,2, , , ,2,2,1,2,3,2,3,3,3,2, , ,2,1,2,2,2,1,2,3,2,2,4,2,1,1,1,1,3,1,1,2,1, ,1,1,3,1,1,1,2,1.1798201611
653961,1,9,1,1,2,2,1,1,3,2, ,3,3,1,3,2,2,2, ,2,2,1,2,2,2,3,2,3,3,3,1,2, , , , , , , , ,2,2, , , , ,2,2,2, , , ,2,3,3,3,2,3,3,2,3,2,3,2,3,1, ,1,4,1,1,5,5,5,5,5,5,5,3,2,5,1,2,2,2,2,2,1, , , , ,2,2,1,2,2,3,1,1, , , ,2,2,2,3,3,2,2,1,1, , ,2,1,2,2,4,3,2,3,2,2,1,1,1,1,1,1,1,1,1, ,1,6,2,1,2,1,1,.2406983995
653972,3,9,2,1,1,1,1,1,2, ,2,1,2,1,2,2,3, ,2,1,1,1,1,5, , , , , , , , ,1,4,1,4,4,3,2,1, , , ,2,3,1, , , ,3,2,3,4,3,2,2,1,3,4,3,3,2,4,2,3, ,2,1,4,2,1,1,5,3,1,4,1,1,9,1, ,1,1,2, , , , ,1,1,1,1,1,2,1,3,2, , , ,3,3,2,2,1,2,3,4,3,2, , ,2,2,2,2,2,1,4,1,1,2,4,1,4,3,1,1,6,9, ,6,2, ,2,4,2,1,4,1,2,2.4801332993
654114,1,9,2,1,1,2,2,1,3, ,2,2,2,2, , , , , ,1,2,1,2,2, , , , , , , , ,2,3,3,4,4,4,1,2, , , ,2,3,3, , , ,3,3,3,1,4, , ,3,3,3,3,3,3,3,3,3, ,2,1,99,5,5,5,1,5,99,5,1,5,1,1, ,1,3,2, , , , ,2,1,1,1,2,2,2,2,3, , , ,3,3,1,2,2,2,2,1,1,1, , ,2,2,1,2,2,1,2,3,2,1,5,2,1,1,1,1,1,2,2,2,1, ,1,9,1,1,2,1,1,.6985068205
654117,2,9,1,2,2,2,1,1,3,1, ,2,3,2, , , , , ,2,2,2,2,0,2,5,1,4,3,2,2,1, , , , , , , , ,1,2,2, , , ,3,3,3, , , ,4,3,3,2,4,3,3,3,4,3,4,2,3,3, ,2,4,2,5,5,5,5,5,5,6,5,3,2,3,1,4,2,1,1,1,1, , , , ,2,3,1,3,2,3,1,1, , , ,2,2,2,2,4,4,2,1,1, , ,1,2,2,1,3,4,1,2,3,2,1,1,1,1,3,1,1,5,1, ,1,8,1,1,3,0,2,1.3433714367
654147,1,9,1,1,1,1,2,1,2,2, ,3,1,2, , , , , ,2,2,1,2,1,3,3,2,2,2,2,2,1, , , , , , , , ,1,2,1, , , ,1,1,1, , , ,2,1,1,1,2,4,4,4,3,2,3,4,2,1, ,2,4,2,2,1,5,3,1,3,1,5,8,2,2,1,3,2,1,1,2,2, , , , ,1,1,1,1,2,1,3,2, , , ,1,3,4,2,4,3,4,3,2, , ,2,2,2,1,1,2,1,2,4,2,4,4,1,1,5,12, ,5,3,2,2,6,2,1,3,1,2,3.7725690822
654339,1,9,2,2,2,2,2,0, , , ,2,2,2, , , , , ,2,2,2,2,0, , , , , , , , ,1,2,2,2,2,3,2,2, , , ,1,3, , , , ,1,1,2,1,3,2,2,3,2,3,2,3,2,3,2,2, ,1,1,4,1,2,4,5,4,5,5,5,5,2,2,1,1,1,2, , , , ,2,1,2,1,2,2,2,2,3, , , ,1,1,1,2,2,2,2,3,2,2, , ,2,1,2,2,2,1,2,3,2,2,4,1,5,3,4,1,2,2,2,1,2, ,2,4,2,1,3,1,2,1.2565226407
654498,3,9,2,1,2,2,2,1,1, ,2,3,2,2, , , , , ,2,2,1,1,2, , , , , , , , ,5,5,3,3,3,4,1,1, , , ,1,3,2, , , ,2,3,3,3,3,3,3,3,3,2,3,3,2,4,2,2, ,2,1,5,2,5,5,7,5,5,5,1,5,2,1, ,1,3,2, , , , ,2,1,1,1,2,2,2,3,2, , , ,2,2,1,2,2,3,2,3,3,2, , ,3,3,2,2,2,2,3,4,2,1,5,2,1,1,1,1,2,9, ,5,2, ,2,3,3,1,4,1,2,1.3071482874
655088,3,9,2,1,2,1,2,1,2, ,2,2,1,2, , , , , ,2,2,2,2,0, , , , , , , , ,3,4,3,3,4,4,2,2, , , ,2,2,1, , , ,2,2,2,2,2,2,2,2,3,3,3,3,2,3,2,3, ,1,2,4,2,1,1,5,3,1,4,5,1,8,2,3,1,1,1, , , , ,2,1,1,1,2,2,2,3,4, , , ,2,2,2,1,1,2,1,3,2,2, , ,2,1,2,2,2,1,3,2,1,2,3,2,1,1,4,1,1,5, ,5,3,1,1,4,2,1,2,1,2,.8024178982
655306,3,9,2,2,2,2,2,0, , , ,3,2,2, , , , , ,2,2,1,2,1, , , , , , , , ,2,1,2,4,4,3,2,2, , , ,2,3, , , , ,3,3,2,3,3,1,2,2,3,3,2,4,2,4,2,2, ,1,1,4,2,1,5,1,5,1,5,5,1,5,2,5,2, ,1, , , , ,2,2,2,1,2,3,3, , , , , ,2,2,3,2,2,1,1,3,4,2, , ,3,1,1,2,2,1,3,3,1,3,2,2,1,1,1,1,6,1,2,4,1, ,1,4,2,1,2,1,2,.7160451708
655602,1,9,1,1,2,1,2,1,2,2, ,2,2,2, , , , , ,2,2,1,2,1,1,2,1,2,3,3,2,1, , , , , , , , ,2,2,1, , , ,3,3,2, , , ,4,3,2,2,3,3,3,3,3,2,3,2,3,1, ,1,4,2,1,1,5,3,1,4,5,5,7,2,2,1,1,2,1,1,2,1, , , , ,1,2,1,2,2,2,1,1, , , ,1,2,1,1,4,4,2,1,2, , ,2,2,2,1,3,3,1,1,6,2,1,1,1,1,6,1,2,5,1, ,1,9,1,1,3,1,1,.3281658421
655741,3,9,2,1,1,1,2,1,3, ,2,2,3,2, , , , , ,2,2,2,2,0, , , , , , , , ,1,3,1,3,4,3,2,2, , , ,1,1,1, , , ,2,2,2,4,4, , ,4,4,3,4,4,2,2,4,3, ,2,1,5,2,5,5,5,3,1,3,1,5,6,2,3,1,1,2, , , , ,1,1,1,1,2,3,2,4,3, , , ,1,3,2,2,1,1,1,4,4,4, , ,2,1,1,2,2,1,2,1,1,1,5,2,1,1,1,1,6,10, ,4,3,2,2,5,2,2,4,1,2,.9958925136
655794,3,9,1,1,1,1,1,1,3,1, ,3,1,2, , , , , ,2,1,1,2,2,1,1,1,3,3,2,2,2, , , , , , , , ,3,1,3, , , ,3,3,3, , , ,1,3,2,2,3,3,3,3,3,2,3,4,2,1, ,1,4,2,1,1,5,3,1,4,1,1,9,1, ,1,3,2,2,1,2,1, , , , ,1,3,1,1,3,1,1,1, , , ,2,2,2,3,4,4,2,1,3, , ,1,2,2,1,4,2,2,1,5,2,3,4,4,1,6,10, ,6,3,2,2,9,1,1,3,1,1,.8327793395
656695,3,9,1,1,99,99,2,1,3,2, ,2,3,2, , , , , ,2,2,2,2,0,3,4,2,3,4,3,2,2, , , , , , , , ,3,2, , , , ,99,2,2, , , ,4,4, , ,4,2,99,3,4,2,2,3,4,1, ,2,5,1,2,5,5,5,5,5,3,5,1,2,2,1,4,2,2,2,1,1, , , , ,2,3,4, , ,2,1,1, , , ,3, , , , , , , , , , ,2,2,2,1,3,4,2,1,6,2,1,1,1,1,5,1,1,2,1, ,1,8,1,1,2,1,2,.5035135398
656995,1,9,2,1,1,2,2,1,2, ,2,2,2,2, , , , , ,2,2,1,2,1, , , , , , , , ,1,3,1,2,4,3,2,2, , , ,2,1,1, , , ,1,1,1,1,4, , ,4,4,4,3,4,4,3,4,3, ,2,2,4,2,1,5,5,5,1,4,5,5,5,2,1,1,3,1, , , , ,2,1,1,1,1,1,2,2,3, , , ,2,2,2,2,2,3,3,4,3,2, , ,2,2,2,2,2,1,4,2,1,2,3,1,1,3,1,1,1,2,2,5,2, ,2,3,3,1,4,1,1,.2945871614
657003,1,9,1,2,2,2,2,0, , , ,3,2,2, , , , , ,2,2,1,1,2,3,3,1,3,3,2,2,2, , , , , , , , ,3,2,2, , , , ,2,3, , , ,4,4, , ,3,3,4,3,3,2,3,2,2,1, ,2,4,2,1,1,5,3,1,3,1,1,10,2,6,1,1,2,2,1,2,1, , , , ,2,2,1,2,2,2,1,2, , , ,2,1,2,2,3,2,2,1,1, , ,2,2,2,1,1,3,1,1,5,2,1,1,1,1,6,12, ,6,3,2,2,8,1,1,3,1,2,.4388749741
657176,3,9,1,1,2,2,2,1,1,99, ,2,3,1,3,3,3,2, ,2,1,1,1,4,3,3,2,3,4,3,2,2, , , , , , , , ,3,2, , , , ,2,2,2, , , ,3,3,2,2,2,3,3,3,3,2,3,3,2,1, ,2,4,2,1,5,5,1,1,5,6,5,5,2,8,1,3,2,2,2,2,1, , , , ,2,2,1,3,3,3,3,1, , , ,2,2,2,3,4,3,2,1,3, , ,1,2,2,1,4,4,2,1,6,2,1,1,1,1,1,10, ,5,2, ,2,8,1,1,5,1,1,.9206215516
657458,1,9,1,1,2,2,2,1,3,2, ,2,2,2, , , , , ,2,1,1,1,3,3,3,2,3,4,3,2,2, , , , , , , , ,2,2, , , , ,3,3,2, , , ,2,4, , ,2,3,3,3,2,2,2,2,4,1, ,2,4,5,4,5,1,1,1,5,4,5,2,2,8,1,2,1,1,2,2,1, , , , ,2,3,2,3,2,3,2,1, , , ,2,2,3,3,3,3,2,3,1, , ,1,1,2,1,3,4,1,1,5,2,1,1,1,1,1,11, ,4,2, ,2,7,1,1,5,1,1,1.0991678755
657694,2,9,1,2,2,2,2,0, , , ,2,2,2, , , , , ,2,2,1,2,1,1,3,2,3,3,3,2,2, , , , , , , , ,3,2,3, , , , ,3,3, , , ,2,4, , ,2,2,2,3,3,3,2,3,2,1, ,2,4,2,1,1,5,3,1,3,1,1,10,2,3,1,4,2,1,1,1,1, , , , ,1,3,2,2,2,3,2,1, , , ,2,2,1,2,4,4,2,1,2, , ,2,2,2,1,1,3,1,1,6,2,1,1,1,1,1,2,2,4,2, ,2,9,1,1,3,1,1,.5320824773
657776,1,9,1,1,2,2,2,1,3,99, ,3,2,2, , , , , ,2,2,1,1,2,2,2,3,2,2,2,1,2, , , , , , , , ,2,2,3, , , ,2,3,3, , , ,3,3,3,2,2,3,2,3,3,2,3,2,3,3, ,1,4,5,1,4,7,5,1,5,5,5,3,2,1,1,1,2,2,2,1,1, , , , ,2,2,1,3,2,1,1,1, , , ,1,1,2,2,3,2,2,1,1, , ,2,2,2,1,4,4,2,1,5,2,1,1,1,1,5,1,1,2,2, ,2,3,3,1,4,1,1,.9206215516
657786,1,9,2,1,2,2,2,1,2, ,2,2,2,2, , , , , ,2,1,1,2,2, , , , , , , , ,2,4,2,2,2,3,2,2, , , ,2,1,2, , , ,2,1,1,1,3,3,2,3,4,3,2,3,3,3,3,3, ,1,1,4,2,1,1,5,2,1,1,5,2,6,2,1,1,1,2, , , , ,2,1,1,1,2,1,2,2,2, , , ,1,1,1,3, , , , , , , , , , ,1,2,2,1,4,2,2,2,4,2,1,1,1,1,1,11, ,4,3,2,2,4,2,1,4,1,2,1.5493907438
657883,1,9,1,1,1,2,2,1,3,1, ,2,3,1,2,2,1,2, ,2,2,2,2,1,1,1,1,3,4,4,2,1, , , , , , , , ,3,1,3, , , ,3,3,3, , , ,3,4, , ,2,3,3,4,3,3,3,3,4,2, ,1,5,2,1,5,5,5,5,5,5,5,3,2,1,1,1,2,2,2,1,1, , , , ,2,1,1,1,2,1,2,1, , , ,1,1,1,1,4,3,2,1,2, , ,2,1,2,1,3,1,2,3,2,1,1,3,1,1,6,12, ,5,1, ,1,4,2,3,3,1,2,1.4733657484
658476,1,9,2,1,2,2,1,1,2, ,2,2,1,2, , , , , ,2,2,1,1,2, , , , , , , , ,1,1,1,4,4,3,99,1, , , ,1,1,1, , , ,3,3,3,1,2,2,2,4,4,4,4,4,3,4,3,4, ,2,1,4,5,1,5,5,5,2,1,5,5,3,2,6,1,2,2, , , , ,2,1,2,1,2,3,2,2,2, , , ,3,3,1,2,3,3,3,3,3,3, , ,2,1,2,2,2,2,3,3,2,3,2,2,1,1,1,1,1,1,1,6,3,99,9,5,2,3,1,1,2,.405695091
658853,3,9,1,1,1,2,1,1,3,2, ,2,3,2, , , , , ,2,2,1,2,1,1,3,3,3,4,2,2,2, , , , , , , , ,3,2,3, , , ,2,3,3, , , ,2,3,3,2,1,2,2,2,3,2,2,4,2,1, ,1,4,2,1,1,1,3,1,3,1,5,8,2,6,1,1,1,2,2,2,1, , , , ,1,1,2,3,3,3,2,1, , , ,2,2,1,1,4,2,2,1,2, , ,2,2,2,1,1,2,1,1,6,2,1,1,1,1,1,5, ,4,2, ,2,9,1,3,5,1,2,1.821406316
659101,1,9,2,1,2,2,2,1,1, ,1,2,2,1,2,3,2, ,1,2,2,1,1,3, , , , , , , , ,3,4,2,2,3,3,1,1, , , ,2,3,2, , , ,2,3,2,1,4, , ,2,3,3,3,3,3,2,2,4, ,2,2,4,2,1,5,5,3,1,3,6,1,8,1, ,1,2,1, , , , ,1,1,1,1,1,2,1,3,2, , , ,3,3,3,2,2,2,2,3,3,3, , ,3,3,2,2,2,1,3,2,1,1,5,2,1,1,1,1,1,10, ,5,2, ,2,7,1,1,5,1,1,1.311260672
659269,2,9,2,1,2,2,2,1,2, ,2,2,2,1,2,2,3, ,2,1,2,1,2,3, , , , , , , , ,4,4,3,4,3,3,2,1, , , ,2,3,2, , , ,2,3,2,3,4, , ,3,4,4,3,4,3,4,3,3, ,1,1,4,2,99,3,5,1,99,3,1,1,6,2,3,1,1,2, , , , ,2,1,1,1,1,2,2,2,3, , , ,2,2,2,2,1,1,2,4,4,3, , ,1,3,2,2,2,1,2,3,1,3,2,2,1,1,1,1,1,2,2,6,3,2,2,7,1,1,3,1,2,1.2293099239
659273,3,9,2,2,2,2,2,0, , , ,2,2,2, , , , , ,1,2,1,2,2, , , , , , , , ,3,4,2,3,3,3,2,1, , , ,2,3, , , , ,2,3,3,3,4, , ,3,3,4,3,3,2,2,2,3, ,2,2,4,2,1,5,5,5,1,5,1,5,6,2,1,1,2,2, , , , ,1,1,1,1,2,3,2,3,2, , , ,2,2,2,2,2,3,2,4,4,3, , ,2,2,2,2,2,1,2,4,1,1,6,2,1,1,1,1,1,9, ,5,2, ,2,8,1,1,5,1,1,.4014098084
659397,3,9,2,1,1,1,1,1,1, ,2,2,2,1,1,2,2, ,2,1,1,1,2,4, , , , , , , , ,1,2,1,2,4,3,2,2, , , ,1,2,1, , , ,3,3,3,1,4, , ,4,3,4,4,4,2,4,2,3, ,1,1,4,5,1,1,5,3,1,3,1,5,8,1, ,1,1,2, , , , ,2,1,1,1,1,2,1,2,2, , , ,3,2,2,1,1,1,2,4,4,4, , ,2,1,2,2,2,1,4,2,1,1,5,2,1,1,1,1,1,1,1,2,4,1,1,8,1,1,2,1,1,2.0457635854
659497,3,9,1,2,2,2,2,0, , , ,2,2,2, , , , , ,2,2,1,1,2,2,4,2,2,4,2,1,1, , , , , , , , ,2,2, , , , , ,2,2, , , ,3,2,2,2,2,2,2,2,2,2,2,2,3,3, ,2,5,5,5,5,5,5,5,5,6,5,1,2,3,2, ,2,2,2,1,1, , , , ,1,2,2,2,2,2,3,3, , , ,2,2,2,2,4,3,2,3,2, , ,1,2,1,1,2,4,1,1,5,2,1,1,1,1,1,1,2,5,1, ,1,6,2,1,1,0,1,.1951093778
